tradingsymbol,exchange,instrument_token,isin,product,price,quantity,used_quantity,t1_quantity,realised_quantity,authorised_quantity,authorised_date,authorisation,opening_quantity,short_quantity,collateral_quantity,collateral_type,discrepancy,average_price,last_price,close_price,pnl,day_change,day_change_percentage,source,key,ltp,open,high,low,close,qty,Invested,value,value_H,PnL,PnL_H,PnL%,PnL%_H,Yvalue,dPnL,dPnL%
PNBHOUSING,NSE,4840449.0,INE572E01012,CNC,0.0,33.0,0.0,0.0,33.0,0.0,2023-11-11 00:00:00,{},33.0,0.0,0.0,,False,747.3,743.6,745.25,-122.09999999999775,-1.6499999999999773,-0.22140221402213717,holdings,NSE:PNBHOUSING,743.6,745.2,750.8,736.8,745.2,33,24660.9,24538.8,24776.399999999998,-122.1,115.5,-0.5,0.5,24593.2,-54.5,-0.2
PRITIKAUTO,BSE,138075908.0,INE583R01029,CNC,0.0,814.0,0.0,0.0,814.0,0.0,2023-11-11 00:00:00,{},814.0,0.0,0.0,,False,23.0,21.7,20.72,-1017.5,0.9800000000000004,4.7297297297297325,holdings,BSE:PRITIKAUTO,21.7,21.0,21.7,20.1,20.7,814,18681.3,17663.8,17663.8,-1017.5,-1017.5,-5.4,-5.4,16866.1,797.7,4.7
PRSMJOHNSN,NSE,701185.0,INE010A01011,CNC,0.0,0.0,0.0,64.0,0.0,0.0,2023-11-11 00:00:00,{},64.0,0.0,0.0,,False,155.6,153.3,152.75,-147.1999999999989,0.5500000000000114,0.3600654664484526,holdings,NSE:PRSMJOHNSN,153.3,152.8,157.6,151.8,152.8,64,9958.4,9811.2,10086.4,-147.2,128.0,-1.5,1.3,9776.0,35.2,0.4
PRUDENT,BSE,139142916.0,INE00F201020,CNC,0.0,7.0,0.0,0.0,7.0,0.0,2023-11-11 00:00:00,{},7.0,0.0,0.0,,False,1275.4,1207.2,1181.05,-477.4000000000003,26.15000000000009,2.2141314931628715,holdings,BSE:PRUDENT,1207.2,1175.0,1233.6,1175.0,1181.0,7,8927.8,8450.4,8635.550000000001,-477.4,-292.25,-5.3,-3.3,8267.4,183.0,2.2
PUNJABCHEM,BSE,129694212.0,INE277B01014,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-11-11 00:00:00,{},19.0,0.0,0.0,,False,1265.0,1145.6,1153.75,-2268.6000000000017,-8.150000000000091,-0.7063921993499537,holdings,BSE:PUNJABCHEM,1145.6,1155.0,1163.0,1122.9,1153.8,19,24035.0,21766.4,22097.95,-2268.6,-1937.0499999999993,-9.4,-8.1,21921.2,-154.9,-0.7
RAJTV,BSE,136403460.0,INE952H01027,CNC,0.0,1389.0,0.0,0.0,1389.0,0.0,2023-11-11 00:00:00,{},1389.0,0.0,0.0,,False,54.2,52.55,52.75,-2291.850000000008,-0.20000000000000284,-0.37914691943128503,holdings,BSE:RAJTV,52.6,54.5,54.5,51.9,52.8,1389,75283.8,72992.0,75686.61,-2291.9,402.8099999999977,-3.0,0.5,73269.8,-277.8,-0.4
RANEHOLDIN,NSE,728065.0,INE384A01010,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-11-11 00:00:00,{},19.0,0.0,0.0,,False,1301.6,1212.35,1215.4,-1694.8000000000009,-3.050000000000182,-0.2509461905545649,holdings,NSE:RANEHOLDIN,1212.4,1225.0,1259.0,1200.0,1215.4,19,24729.4,23034.6,23921.0,-1694.8,-808.4500000000007,-6.9,-3.3,23092.6,-58.0,-0.3
REPL,NSE,378881.0,INE364Z01019,CNC,0.0,110.0,0.0,0.0,110.0,0.0,2023-11-11 00:00:00,{},110.0,0.0,0.0,,False,226.2,210.25,214.1,-1760.0,-3.8499999999999943,-1.7982251284446495,holdings,NSE:REPL,210.2,215.1,218.8,209.8,214.1,110,24887.5,23127.5,24073.5,-1760.0,-814.0,-7.1,-3.3,23551.0,-423.5,-1.8
RML,NSE,3065601.0,INE050H01012,CNC,0.0,29.0,0.0,0.0,29.0,0.0,2023-11-11 00:00:00,{},29.0,0.0,0.0,,False,846.2,792.2,794.65,-1566.2999759999975,-2.449999999999932,-0.3083118353992238,holdings,NSE:RML,792.2,795.1,809.0,786.0,794.6,29,24540.1,22973.8,23461.0,-1566.3,-1079.0999759999977,-6.4,-4.4,23044.8,-71.0,-0.3
ROUTE,NSE,32769.0,INE450U01017,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-11-11 00:00:00,{},6.0,0.0,0.0,,False,1558.0,1555.1,1555.0,-17.700000000000273,0.09999999999990905,0.006430868167196724,holdings,NSE:ROUTE,1555.1,1550.0,1559.8,1549.0,1555.0,6,9348.3,9330.6,9358.5,-17.7,10.200000000000728,-0.2,0.1,9330.0,0.6,0.0
RUSHIL,NSE,6296321.0,INE573K01017,CNC,0.0,134.0,0.0,0.0,134.0,0.0,2023-11-11 00:00:00,{},134.0,0.0,0.0,,False,370.8,344.5,347.0,-3524.7999180000024,-2.5,-0.7204610951008645,holdings,NSE:RUSHIL,344.5,348.0,348.8,335.0,347.0,134,49687.8,46163.0,46739.200000000004,-3524.8,-2948.599918,-7.1,-5.9,46498.0,-335.0,-0.7
RVHL-BE,NSE,402433.0,INE09E501017,CNC,0.0,112.0,0.0,0.0,112.0,0.0,2023-11-11 00:00:00,{},112.0,0.0,0.0,,False,44.8,35.1,34.75,-1080.7999999999997,0.3500000000000014,1.0071942446043207,holdings,NSE:RVHL-BE,35.1,34.8,35.9,33.4,34.8,112,5012.0,3931.2,4020.7999999999997,-1080.8,-991.2000000000003,-21.6,-19.8,3892.0,39.2,1.0
SBILIFE,BSE,138424068.0,INE123W01016,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-11-11 00:00:00,{},18.0,0.0,0.0,,False,1362.4,1353.8,1350.35,-154.80000000000246,3.4500000000000455,0.25548931758433335,holdings,BSE:SBILIFE,1353.8,1351.0,1360.3,1344.2,1350.4,18,24523.2,24368.4,24485.399999999998,-154.8,-37.80000000000291,-0.6,-0.2,24306.3,62.1,0.3
SHAREINDIA,NSE,26625.0,INE932X01018,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-11-11 00:00:00,{},16.0,0.0,0.0,,False,1552.4,1521.2,1495.0,-498.3999999999978,26.200000000000045,1.7525083612040167,holdings,NSE:SHAREINDIA,1521.2,1494.0,1529.6,1490.0,1495.0,16,24837.6,24339.2,24474.4,-498.4,-363.1999999999971,-2.0,-1.5,23920.0,419.2,1.8
SHEMAROO,NSE,1297409.0,INE363M01019,CNC,0.0,160.0,0.0,0.0,160.0,0.0,2023-11-11 00:00:00,{},160.0,0.0,0.0,,False,156.1,142.8,142.0,-2135.649919999996,0.8000000000000114,0.5633802816901489,holdings,NSE:SHEMAROO,142.8,140.1,145.6,140.1,142.0,160,24983.6,22848.0,23304.0,-2135.6,-1679.6499199999962,-8.5,-6.7,22720.0,128.0,0.6
SKCIL,BSE,135930116.0,INE260E01014,CNC,0.0,23.0,0.0,0.0,23.0,0.0,2023-11-11 00:00:00,{},23.0,0.0,0.0,,False,154.0,140.8,141.95,-303.59999999999974,-1.1499999999999773,-0.8101444170482406,holdings,BSE:SKCIL,140.8,140.0,142.0,130.7,142.0,23,3542.0,3238.4,3266.0,-303.6,-276.0,-8.6,-7.8,3264.8,-26.4,-0.8
SKIPPER,BSE,137871876.0,INE439E01022,CNC,0.0,99.0,0.0,0.0,99.0,0.0,2023-11-11 00:00:00,{},99.0,0.0,0.0,,False,249.1,234.7,234.7,-1425.6000000000006,0.0,0.0,holdings,BSE:SKIPPER,234.7,231.2,242.0,230.0,234.7,99,24660.9,23235.3,23958.0,-1425.6,-702.8999999999978,-5.8,-2.9,23235.3,0.0,0.0
SOFTTECH,BSE,139128324.0,INE728Z01015,CNC,0.0,36.0,0.0,0.0,36.0,0.0,2023-11-11 00:00:00,{},36.0,0.0,0.0,,False,272.9,218.85,210.25,-1945.7999999999993,8.599999999999994,4.0903686087990465,holdings,BSE:SOFTTECH,218.8,213.9,219.8,208.5,210.2,36,9824.4,7878.6,7912.8,-1945.8,-1911.5999999999995,-19.8,-19.5,7569.0,309.6,4.1
SUNDRMFAST,NSE,856321.0,INE387A01021,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-11-11 00:00:00,{},19.0,0.0,0.0,,False,1298.9,1265.85,1251.25,-627.0999970000003,14.599999999999909,1.1668331668331595,holdings,NSE:SUNDRMFAST,1265.8,1250.0,1278.0,1237.5,1251.2,19,24678.2,24051.1,24282.0,-627.1,-396.249996999999,-2.5,-1.6,23773.8,277.4,1.2
SUNTECK,NSE,4516097.0,INE805D01034,CNC,0.0,22.0,0.0,0.0,22.0,0.0,2023-11-11 00:00:00,{},22.0,0.0,0.0,,False,453.0,447.75,452.55,-114.39999999999975,-4.800000000000011,-1.060656281073917,holdings,NSE:SUNTECK,447.8,451.7,455.2,444.0,452.6,22,9964.9,9850.5,10014.4,-114.4,49.5,-1.1,0.5,9956.1,-105.6,-1.1
TATAMOTORS,NSE,884737.0,INE155A01022,CNC,0.0,15.0,0.0,0.0,15.0,0.0,2023-11-11 00:00:00,{},15.0,0.0,0.0,,False,648.8,651.05,649.35,34.49999999999932,1.6999999999999318,0.2618002618002513,holdings,NSE:TATAMOTORS,651.0,649.4,653.0,644.0,649.4,15,9731.2,9765.8,9794.25,34.5,63.0,0.4,0.6,9740.2,25.5,0.3
UNIONBANK,NSE,2752769.0,INE692A01016,CNC,0.0,95.0,0.0,0.0,95.0,0.0,2023-11-11 00:00:00,{},95.0,0.0,0.0,,False,105.0,104.0,103.95,-95.0,0.04999999999999716,0.04810004810004537,holdings,NSE:UNIONBANK,104.0,103.7,104.3,102.7,104.0,95,9975.0,9880.0,9908.5,-95.0,-66.5,-1.0,-0.7,9875.2,4.8,0.0
VARROC,NSE,987393.0,INE665L01035,CNC,0.0,21.0,0.0,0.0,21.0,0.0,2023-11-11 00:00:00,{},21.0,0.0,0.0,,False,483.1,469.7,455.7,-281.9499900000004,14.0,3.0721966205837172,holdings,NSE:VARROC,469.7,457.0,472.0,441.2,455.7,21,10145.6,9863.7,9910.949999999999,-281.9,-234.69999000000098,-2.8,-2.3,9569.7,294.0,3.1
VEDL,BSE,128075524.0,INE205A01025,CNC,0.0,0.0,0.0,41.0,0.0,0.0,2023-11-11 00:00:00,{},41.0,0.0,0.0,,False,242.7,245.25,235.15,104.55000000000047,10.099999999999994,4.29513076759515,holdings,BSE:VEDL,245.2,233.8,246.0,233.8,235.2,41,9950.7,10055.2,10088.050000000001,104.6,137.35000000000218,1.1,1.4,9641.2,414.1,4.3
VISHAL,NSE,3013889.0,INE755Q01025,CNC,0.0,1118.0,0.0,0.0,1118.0,0.0,2023-11-11 00:00:00,{},1118.0,0.0,0.0,,False,22.4,20.45,20.2,-2124.2000000000025,0.25,1.2376237623762376,holdings,NSE:VISHAL,20.4,20.4,20.6,20.2,20.2,1118,24987.3,22863.1,23030.800000000003,-2124.2,-1956.5,-8.5,-7.8,22583.6,279.5,1.2
WELSPUNIND,BSE,131625476.0,INE192B01031,CNC,0.0,159.0,0.0,0.0,159.0,0.0,2023-11-11 00:00:00,{},159.0,0.0,0.0,,False,157.2,149.0,149.55,-1295.8500000000008,-0.5500000000000114,-0.3677699765964636,holdings,BSE:WELSPUNIND,149.0,151.4,151.4,148.3,149.6,159,24986.9,23691.0,24080.55,-1295.9,-906.3000000000029,-5.2,-3.6,23778.4,-87.5,-0.4
